id,cdep,cmun,cindica,nomind,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam
1,91,91263,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,649,0,-,318,0,-,331,0
2,91,91405,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,548,0,-,276,0,-,272,0
3,91,91407,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,753,0,-,378,0,-,375,0
4,91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,13,4803,270.664168228191,2,2464,"81,17",11,2339,"470,29"
5,91,91540,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,1273,0,-,648,0,-,625,0
6,91,91669,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,430,0,-,219,0,-,211,0
7,91,91798,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,1,657,152.20700152207,-,325,0,1,332,"301,2"
8,5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,2,1753,114.090131203651,-,902,0,2,851,"235,02"
9,5,5021,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,246,0,-,125,0,-,121,0
10,5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,3,2856,105.042016806723,-,1480,0,3,1376,"218,02"
11,5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,2351,0,-,1203,0,-,1148,0
12,5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,5,4353,114.863312657937,-,2244,0,5,2109,"237,08"
13,5,5036,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,674,0,-,349,0,-,325,0
14,5,5038,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,1292,0,-,667,0,-,625,0
15,5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,1,1634,61.1995104039168,-,843,0,1,791,"126,42"
16,5,5044,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,785,0,-,410,0,-,375,0
17,5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,7,19406,36.0713181490261,1,9939,"10,06",6,9467,"63,38"
18,5,5051,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,4482,0,-,2308,0,-,2174,0
19,5,5055,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,0,1111,0,-,575,0,-,536,0
20,5,5059,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,3,456,657.894736842105,2,237,"843,88",1,219,"456,62"
21,5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2011,2,4,4613,86.711467591589,1,2362,"42,34",3,2251,"133,27"
