id,cdep,cmun,cindica,nomind,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam
27660,91,91405,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,3,2,633,315.955766192733,0,337,0,2,296,675.675675675676
27661,91,91405,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,4,1,526,190.114068441065,0,288,0,1,238,420.168067226891
27662,91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,2,6,5775,103.896103896104,1,2986,33.4896182183523,5,2789,179.275726066691
27663,91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,3,28,6804,411.522633744856,3,3476,86.3060989643268,25,3328,751.201923076923
27664,91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,4,34,6176,550.518134715026,1,3209,31.1623558741041,33,2967,1112.23458038423
27665,91,91001,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2019,5,8,9390,85.1970181043663,1,5023,19.9084212621939,7,4367,160.293107396382
27666,91,91798,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,3,1,627,159.489633173844,0,327,0,1,300,333.333333333333
27667,91,91798,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,4,1,600,166.666666666667,0,332,0,1,268,373.134328358209
27668,5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,2,3,1319,227.445034116755,0,661,0,3,658,455.927051671732
27669,5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,3,6,1809,331.67495854063,1,940,106.382978723404,5,869,575.373993095512
27670,5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,4,7,1998,350.35035035035,0,1071,0,7,927,755.12405609493
27671,5,5002,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2019,5,1,3077,32.499187520312,0,1668,0,1,1409,70.97232079489
27672,5,5021,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,3,1,451,221.729490022173,0,233,0,1,218,458.715596330275
27673,5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,2,8,2011,397.812033814023,2,1028,194.552529182879,6,983,610.376398779247
27674,5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,3,12,2512,477.707006369427,3,1278,234.741784037559,9,1234,729.335494327391
27675,5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,4,13,2764,470.332850940666,0,1405,0,13,1359,956.585724797645
27676,5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2019,3,5,2872,174.094707520891,0,1464,0,5,1408,355.113636363636
