id,cdep,cmun,cindica,nomind,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam
22860,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,690,606238,113.81668585605,164,311419,52.662168974918,526,294819,178.414552657732
22861,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,1163,720636,161.385220832709,221,369715,59.7757732307318,942,350921,268.43648570476
22862,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,1681,737316,227.989084734361,172,376018,45.7424910509603,1509,361298,417.660767565832
22863,11,11001,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,429,1452213,29.5411210338979,33,735175,4.48872717380216,396,717038,55.2271985585143
22864,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,1,5,122078,4.09574206654762,2,62733,3.18811470836721,3,59345,5.05518577807734
22865,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,70,81991,85.3752241099633,22,41841,52.5800052580005,48,40150,119.551681195517
22866,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,161,103271,155.900494814614,26,52379,49.6382137879685,135,50892,265.267625560009
22867,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,242,109556,220.891598817043,17,54955,30.9344008734419,225,54601,412.080364828483
22868,13,13001,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,51,195735,26.0556364472373,1,98835,1.01178732230485,50,96900,51.5995872033024
22869,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,1,1,16081,6.21851874883403,1,8192,12.20703125,0,7889,0
22870,13,13006,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,1,2664,37.5375375375375,0,1367,0,1,1297,77.1010023130301
22871,13,13030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,1,1547,64.6412411118293,0,796,0,1,751,133.155792276964
22872,13,13030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,1,1558,64.1848523748395,0,815,0,1,743,134.589502018843
22873,13,13030,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,1,2727,36.6703337000367,0,1455,0,1,1272,78.6163522012579
22874,13,13042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,1,2583,38.7146728610143,0,1377,0,1,1206,82.9187396351576
22875,13,13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,5,7526,66.436353972894,1,3849,25.980774227072,4,3677,108.784335055752
22876,13,13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,7,9033,77.4936344514558,1,4594,21.767522855899,6,4439,135.165577832845
22877,13,13052,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,15,9036,166.002656042497,1,4598,21.7485863418878,14,4438,315.457413249211
22878,13,13052,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,4,14975,26.7111853088481,0,7888,0,4,7087,56.4413715253281
22879,13,13062,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,2,1277,156.617071260767,0,687,0,2,590,338.983050847458
22880,13,13074,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,1,2589,38.6249517188104,0,1310,0,1,1279,78.1860828772479
22881,13,13074,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,2,2342,85.397096498719,0,1192,0,2,1150,173.913043478261
22882,13,13074,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,1,3844,26.0145681581686,0,2074,0,1,1770,56.4971751412429
22883,13,13140,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,1,3009,33.2336324360253,0,1618,0,1,1391,71.8907260963336
22884,13,13140,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,6,2944,203.804347826087,0,1579,0,6,1365,439.56043956044
22885,13,13140,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,1,4721,21.1819529760644,0,2513,0,1,2208,45.2898550724638
22886,13,13188,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,1,1156,86.5051903114187,1,592,168.918918918919,0,564,0
22887,13,13188,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,1,1345,74.3494423791822,0,690,0,1,655,152.671755725191
22888,13,13188,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,5,1303,383.729854182655,0,669,0,5,634,788.643533123028
22889,13,13212,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,1,1525,65.5737704918033,0,785,0,1,740,135.135135135135
22890,13,13212,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,1,1620,61.7283950617284,0,842,0,1,778,128.53470437018
22891,13,13212,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,3,1509,198.807157057654,0,785,0,3,724,414.364640883978
22892,13,13222,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,1,1485,67.340067340067307,0,769,0,1,716,139.664804469274
22893,13,13222,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,2,1653,120.992135511192,1,873,114.54753722795,1,780,128.205128205128
22894,13,13222,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,5,1623,308.071472581639,1,868,115.207373271889,4,755,529.801324503311
22895,13,13244,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,7,9316,75.1395448690425,3,4756,63.0782169890664,4,4560,87.719298245614
22896,13,13244,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,14,10162,137.768155874828,2,5279,37.8859632506156,12,4883,245.750563178374
22897,13,13244,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,21,9351,224.574911774142,1,4870,20.5338809034908,20,4481,446.328944432046
22898,13,13244,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,6,15535,38.6224654007081,1,8141,12.2835032551284,5,7394,67.6223965377333
22899,13,13248,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,1,833,120.048019207683,0,434,0,1,399,250.62656641604
22900,13,13268,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,1,1251,79.9360511590727,0,642,0,1,609,164.203612479475
22901,13,13268,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,7,1306,535.987748851455,0,679,0,7,627,1116.42743221691
22902,13,13268,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,1,1211,82.5763831544178,0,648,0,1,563,177.619893428064
22903,13,13268,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,1,2072,48.2625482625483,0,1128,0,1,944,105.932203389831
22904,13,13300,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,1,1719,58.173356602676,0,896,0,1,823,121.506682867558
22905,13,13300,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,2,1525,131.147540983607,1,809,123.609394313968,1,716,139.664804469274
22906,13,13430,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,2,16,12628,126.702565726956,3,6471,46.3606861381548,13,6157,211.141789832711
22907,13,13430,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,3,30,14570,205.902539464653,8,7478,106.980476063118,22,7092,310.208685843204
22908,13,13430,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2017,4,35,13843,252.835368056057,4,7103,56.3142334224975,31,6740,459.940652818991
22909,13,13430,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2017,5,7,24087,29.0613193839,1,12326,8.11293201362973,6,11761,51.0160700620696
