id,cdep,cmun,cindica,nomind,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam
34982,91,91405,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,636,157.232704402516,0,340,0,1,296,337.837837837838
34983,91,91405,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,2,558,358.4229390681,0,302,0,2,256,781.25
34984,91,91407,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,2,589,339.55857385399,0,297,0,2,292,684.931506849315
34985,91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,5,5754,86.8960722975322,1,2958,33.8066260987153,4,2796,143.061516452074
34986,91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,23,6983,329.371330373765,4,3545,112.834978843441,19,3438,552.646887725422
34987,91,91001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,43,6728,639.120095124851,7,3433,203.903291581707,36,3295,1092.56449165402
34988,91,91001,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,6,10631,56.4387169598344,1,5601,17.8539546509552,5,5030,99.403578528827
34989,91,91460,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,388,257.731958762887,0,239,0,1,149,671.140939597315
34990,91,91540,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,1,1284,77.8816199376947,0,626,0,1,658,151.975683890577
34991,91,91540,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,1636,61.1246943765281,0,833,0,1,803,124.53300124533
34992,91,91540,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,2,1579,126.66244458518,0,809,0,2,770,259.74025974026
34993,91,91540,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,2162,46.2534690101758,0,1152,0,1,1010,99.009900990099
34994,91,91669,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,324,308.641975308642,0,160,0,1,164,609.756097560976
34995,5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,4,1282,312.01248049922,1,647,154.559505409583,3,635,472.44094488189
34996,5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,2,1790,111.731843575419,0,939,0,2,851,235.017626321974
34997,5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,11,1906,577.124868835257,0,1027,0,11,879,1251.4220705347
34998,5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,3,1974,151.975683890577,2,1007,198.609731876862,1,967,103.412616339193
34999,5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,9,2487,361.881785283474,1,1260,79.3650793650794,8,1227,651.9967400163
35000,5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,10,2633,379.794910748196,0,1332,0,10,1301,768.639508070715
35001,5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,1,2135,46.8384074941452,1,1091,91.6590284142988,0,1044,0
35002,5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,3,2863,104.785190359762,0,1457,0,3,1406,213.371266002845
35003,5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,6,2932,204.638472032742,0,1488,0,6,1444,415.512465373961
35004,5,5031,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,4904,20.3915171288744,0,2478,0,1,2426,41.2201154163232
35005,5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,5,3085,162.074554294976,1,1616,61.8811881188119,4,1469,272.294077603812
35006,5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,13,3833,339.15992695017,3,2012,149.105367793241,10,1821,549.148819330038
35007,5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,11,3906,281.618023553507,0,2039,0,11,1867,589.180503481521
35008,5,5034,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,7922,12.6230749810654,0,4357,0,1,3565,28.0504908835905
35009,5,5036,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,1,395,253.164556962025,0,216,0,1,179,558.659217877095
35010,5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,2,1915,104.43864229765,0,947,0,2,968,206.611570247934
35011,5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,8,2288,349.65034965035,1,1191,83.9630562552477,7,1097,638.103919781222
35012,5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,10,2136,468.164794007491,1,1133,88.261253309797,9,1003,897.308075772682
35013,5,5040,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,3722,26.8672756582483,0,1962,0,1,1760,56.8181818181818
35014,5,5044,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,755,132.450331125828,0,395,0,1,360,277.777777777778
35015,5,5044,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,2,738,271.0027100271,0,383,0,2,355,563.380281690141
35016,5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,2,11320,17.6678445229682,0,5809,0,2,5511,36.2910542551261
35017,5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,14,14282,98.0254866265229,1,7290,13.7174211248285,13,6992,185.926773455378
35018,5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,24,14029,171.07420343574,1,7047,14.1904356463743,23,6982,329.418504726439
35019,5,5045,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,5,25843,19.3475989629687,2,12615,15.85414189457,3,13228,22.679165406713
35020,5,5051,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,3904,25.6147540983607,0,2047,0,1,1857,53.850296176629
35021,5,5051,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,1,3568,28.0269058295964,0,1923,0,1,1645,60.790273556231
35022,5,5059,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,2,394,507.614213197969,0,200,0,2,194,1030.92783505155
35023,5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,2,3217,62.1697233447311,1,1601,62.4609618988132,1,1616,61.8811881188119
35024,5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,7,4160,168.269230769231,0,2111,0,7,2049,341.630063445583
35025,5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,19,4508,421.472937000887,1,2307,43.3463372345037,18,2201,817.810086324398
35026,5,5079,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,2,9538,20.9687565527364,0,4862,0,2,4676,42.7715996578272
35027,5,5088,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,33,34277,96.2744697610643,8,17572,45.526974732529,25,16705,149.655791679138
35028,5,5088,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,44,42662,103.136280530683,3,21737,13.8013525325482,41,20925,195.937873357228
35029,5,5088,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,67,45527,147.165418323193,8,22920,34.9040139616056,59,22607,260.981112044942
35030,5,5088,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,17,111207,15.2868074851403,1,56190,1.77967609894999,16,55017,29.0819201337768
35031,5,5086,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,1,489,204.498977505112,0,243,0,1,246,406.50406504065
35032,5,5086,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,2,664,301.204819277108,0,333,0,2,331,604.229607250755
35033,5,5091,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,2,795,251.572327044025,0,410,0,2,385,519.480519480519
35034,5,5091,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,3,1066,281.425891181989,0,535,0,3,531,564.971751412429
35035,5,5091,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,1,1093,91.4913083257091,0,549,0,1,544,183.823529411765
35036,5,5093,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,3,1352,221.89349112426,2,694,288.184438040346,1,658,151.975683890577
35037,5,5093,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,2,1725,115.942028985507,0,895,0,2,830,240.963855421687
35038,5,5093,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,4,1719,232.693426410704,0,885,0,4,834,479.616306954436
35039,5,5093,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,2772,36.0750360750361,0,1429,0,1,1343,74.4601638123604
35040,5,5107,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,3,1005,298.507462686567,1,534,187.265917602996,2,471,424.628450106157
35041,5,5107,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,1,940,106.382978723404,0,508,0,1,432,231.481481481481
35042,5,5113,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,1,1001,99.9000999000999,0,496,0,1,505,198.019801980198
35043,5,5120,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,4164,24.0153698366955,0,2212,0,1,1952,51.2295081967213
35044,5,5120,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,2,3669,54.5107658762606,0,1993,0,2,1676,119.331742243437
35045,5,5120,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,2,5124,39.032006245121,1,2654,37.6789751318764,1,2470,40.4858299595142
35046,5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,13,4338,299.677270631627,4,2204,181.488203266788,9,2134,421.74320524836
35047,5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,10,5573,179.436569172797,1,2809,35.5998576005696,9,2764,325.61505065123
35048,5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,18,6180,291.26213592233,1,3079,32.478077297824,17,3101,548.21025475653
35049,5,5129,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,2,15247,13.1173345576179,0,7545,0,2,7702,25.9672812256557
35050,5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,1,820,121.951219512195,0,407,0,1,413,242.130750605327
35051,5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,4,1115,358.744394618834,0,596,0,4,519,770.712909441233
35052,5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,3,1107,271.0027100271,1,596,167.785234899329,2,511,391.389432485323
35053,5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,3,1233,243.30900243309,1,618,161.812297734628,2,615,325.20325203252
35054,5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,5,1584,315.656565656566,1,784,127.551020408163,4,800,500
35055,5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,5,1578,316.856780735108,0,779,0,5,799,625.782227784731
35056,5,5145,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,379,263.852242744063,0,193,0,1,186,537.634408602151
35057,5,5147,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,1,4834,20.6868018204386,0,2476,0,1,2358,42.4088210347752
35058,5,5147,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,4,6142,65.1253663301856,0,3122,0,4,3020,132.450331125828
35059,5,5147,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,8,6081,131.557309653018,1,3113,32.123353678124,7,2968,235.849056603774
35060,5,5147,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,10314,9.69555943377933,0,5227,0,1,5087,19.657951641439
35061,5,5150,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,2,323,619.195046439629,0,163,0,2,160,1250
35062,5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,8,9305,85.9752821063944,2,4768,41.9463087248322,6,4537,132.245977518184
35063,5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,16,11369,140.733573753188,3,5791,51.8045242617855,13,5578,233.058443886698
35064,5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,25,10558,236.787270316348,1,5286,18.9178963299281,24,5272,455.235204855842
35065,5,5154,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,10,17524,57.0645971239443,2,8470,23.6127508854782,8,9054,88.3587364700685
35066,5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,3,5744,52.2284122562674,1,2957,33.8180588434224,2,2787,71.7617509867241
35067,5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,3,7410,40.4858299595142,1,3780,26.4550264550265,2,3630,55.0964187327824
35068,5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,17,7262,234.095290553566,2,3635,55.0206327372765,15,3627,413.564929693962
35069,5,5172,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,1,11955,8.36470096194061,0,5742,0,1,6213,16.095284081764
35070,5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,2,638,313.479623824451,0,322,0,2,316,632.911392405063
35071,5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,1,859,116.414435389988,0,428,0,1,431,232.018561484919
35072,5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,4,7,865,809.248554913295,1,427,234.192037470726,6,438,1369.86301369863
35073,5,5190,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2022,5,2,1570,127.388535031847,1,758,131.926121372032,1,812,123.152709359606
35074,5,5101,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,2,2,1845,108.40108401084,0,956,0,2,889,224.971878515186
35075,5,5101,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2022,3,6,2451,244.798041615667,1,1278,78.2472613458529,5,1173,426.257459505541
