id,cdep,cmun,cindica,nomind,periodo,edadR,casos,poblacion,tasa,casosh,poblacionh,tasah,casosm,poblacionm,tasam
20641,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,2,748,604190,123.802115228653,197,310083,63.5313770829101,551,294107,187.346781953507
20642,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,3,1165,718878,162.058096088627,243,368581,65.9285204609028,922,350297,263.205222996486
20643,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,4,1661,741167,224.106038180329,162,377800,42.8798305982001,1499,363367,412.530582028638
20644,11,11001,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2016,5,441,1445463,30.5092555119017,40,731674,5.46691559355669,401,713789,56.1790669231384
20645,11,11001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,1,9,121751,7.39213640955721,3,62567,4.79485991017629,6,59184,10.1378751013788
20646,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,2,67,82504,81.2081838456317,15,42106,35.62437657341,52,40398,128.719243526907
20647,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,3,129,103989,124.051582378905,32,52704,60.7164541590771,97,51285,189.139124500341
20648,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,4,247,109814,224.92578359772,22,55031,39.9774672457342,225,54783,410.711352061771
20649,13,13001,121,Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años,2016,5,63,193804,32.5070689975439,1,97803,1.0224635236138,62,96001,64.5826605972854
20650,13,13001,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,1,1,16088,6.21581302834411,1,8196,12.2010736944851,0,7892,0
20651,13,13006,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,3,1,2782,35.9453630481668,0,1427,0,1,1355,73.8007380073801
20652,13,13030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,4,1,1566,63.8569604086846,0,822,0,1,744,134.408602150538
20653,13,13042,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes",2016,3,1,2629,38.0372765310004,0,1363,0,1,1266,78.9889415481833
